Date,Open,High,Low,Close,Adj Close,Volume,5MA,20MA,60MA,120MA,240MA,Change,Change(%),Daily limit,KBond,KBond(%),KB_Color,KBond_Length,KBond_UpLine,KBond_DownLine,KBond_UpLine(%),KBond_DownLine(%),KBond_Body(%),5VMA,20VMA,60VMA,5High,5Low,5High_Close,5Low_Close,20High,20Low,20High_Close,20Low_Close,60High,60Low,60High_Close,60Low_Close,120High,120Low,120High_Close,120Low_Close,240High,240Low,240High_Close,240Low_Close,His_High,His_Low,5High(Vol),20High(Vol),20Low(Vol),60High(Vol),60Low(Vol),120High(Vol),120Low(Vol),240High(Vol),240Low(Vol),His_High(Vol),His_Low(Vol),5Low(Vol),RSV,KD(K),KD(D),KD(J),RSI6,P_RSI6,M_RSI6,RSI12,P_RSI12,M_RSI12,(MACD)12EMA,(MACD)26EMA,(MACD)DIF,(MACD)DEM,(MACD)OSC,SD,Bollinger(Tp),Bollinger(Btm)
2016-01-04,45.5,46.2,44.85,44.85,33.23,6780000.0,46.41,44.65,40.59,38.95,52.84,-0.85,-1.86,False,-0.65,-1.42,Green,1.35,0.7,0.0,51.85,0.0,48.15,10763521.0,13264120.0,7669101.0,50.89,44.85,48.35,44.85,56.44,36.07,56.05,37.04,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,19040000.0,30116493.0,2985182.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,6780000.0,6780000.0,0.0,17.47,34.12,67.41999999999999,41.32,0.68,0.98,50.0,0.87,0.87,46.28,44.32,1.9600000000000009,2.34,-0.38,5.47,55.59,33.71
2016-01-05,44.85,45.8,44.7,44.7,33.12,7169000.0,45.68,44.91,40.69,39.03,52.71,-0.15,-0.33,False,-0.15,-0.33,Green,1.1,0.95,0.0,86.36,0.0,13.64,10294600.0,13369548.0,7674050.0,47.95,44.7,46.6,44.7,56.44,36.07,56.05,37.04,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,19040000.0,30116493.0,2985182.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,7169000.0,6780000.0,0.0,11.65,26.63,56.59,40.85,0.57,0.84,49.69,0.8,0.81,46.04,44.35,1.6899999999999975,2.21,-0.52,5.35,55.61,34.209999999999994
2016-01-06,44.8,44.9,42.15,42.95,31.82,11045000.0,44.95,45.15,40.76,39.1,52.58,-1.75,-3.91,False,-1.85,-4.14,Green,2.75,0.1,0.8,3.64,29.09,67.27,8695600.0,13652567.0,7763192.0,47.95,42.15,46.55,42.95,56.44,36.07,56.05,37.04,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,11045000.0,30116493.0,2985182.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,11045000.0,6780000.0,9.14,10.81,21.36,42.46,32.65,0.47,0.99,45.06,0.73,0.89,45.56,44.25,1.3100000000000025,2.03,-0.72,5.12,55.39,34.91
2016-01-07,42.9,43.3,40.75,42.2,31.27,9147000.0,44.08,45.38,40.8,39.16,52.45,-0.75,-1.75,False,-0.7,-1.63,Green,2.55,0.4,1.45,15.69,56.86,27.45,8574000.0,13908494.0,7811794.0,46.65,40.75,45.7,42.2,56.44,36.07,56.05,37.04,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,11045000.0,30116493.0,2985182.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,9147000.0,6780000.0,14.29,11.97,18.23,30.75,29.63,0.39,0.95,43.23,0.67,0.88,45.04,44.1,0.9399999999999976,1.81,-0.87,4.87,55.120000000000005,35.64
2016-01-08,41.8,42.9,41.7,42.9,31.79,7813000.0,43.52,45.65,40.86,39.21,52.34,0.7,1.66,False,1.1,2.61,Red,1.2,0.0,0.1,0.0,8.33,91.67,8390800.0,14149885.0,7814294.0,46.2,40.75,44.85,42.2,56.44,36.07,56.05,37.04,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,11045000.0,30116493.0,3220099.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,7813000.0,6780000.0,21.18,15.04,17.17,21.430000000000007,36.29,0.44,0.79,45.27,0.67,0.81,44.71,44.01,0.7000000000000028,1.59,-0.89,4.54,54.73,36.57
2016-01-11,42.85,45.8,42.45,44.8,33.2,14376000.0,43.51,46.04,40.93,39.29,52.21,1.9,4.43,False,1.95,4.55,Red,3.35,1.0,0.4,29.85,11.94,58.21,9910000.0,14643565.0,7938453.0,45.8,40.75,44.8,42.2,56.44,36.56,56.05,37.68,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,14376000.0,30116493.0,3220099.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,14376000.0,7169000.0,56.17,28.75,21.03,5.590000000000003,51.11,0.68,0.66,50.99,0.77,0.74,44.72,44.07,0.6499999999999986,1.4,-0.75,4.08,54.2,37.88
2016-01-12,44.3,45.45,42.05,42.05,31.16,12329000.0,42.98,46.26,40.96,39.37,52.08,-2.75,-6.14,False,-2.25,-5.02,Green,3.4,1.15,0.0,33.82,0.0,66.18,10942000.0,14942981.0,8088507.0,45.8,40.75,44.8,42.05,56.44,40.75,56.05,41.43,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,14376000.0,30116493.0,3220099.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,12329000.0,7813000.0,18.03,25.18,22.41,16.870000000000005,36.48,0.57,1.01,43.83,0.71,0.91,44.31,43.92,0.3900000000000005,1.2,-0.81,3.71,53.68,38.84
2016-01-13,42.6,43.3,41.8,42.45,31.45,7986000.0,42.88,46.31,40.99,39.44,51.93,0.4,0.95,False,-0.15,-0.36,Green,1.5,0.7,0.65,46.67,43.33,10.0,10330200.0,15181276.0,8155577.0,45.8,40.75,44.8,42.05,56.44,40.75,56.05,42.05,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,14376000.0,30116493.0,6780000.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,7986000.0,7813000.0,28.76,26.37,23.73,18.45,39.57,0.54,0.84,45.03,0.68,0.83,44.02,43.81,0.2100000000000008,1.0,-0.79,3.64,53.59,39.03
2016-01-14,41.9,43.0,40.95,43.0,31.86,6709000.0,43.04,46.32,41.07,39.54,51.79,0.55,1.3,False,1.1,2.59,Red,2.05,0.0,0.95,0.0,46.34,53.66,9842600.0,14186473.0,8167717.0,45.8,40.95,44.8,42.05,56.44,40.75,56.05,42.05,56.44,35.29,56.05,35.48,56.44,30.37,56.05,30.37,56.44,30.37,56.05,30.37,1687.32,11.69,14376000.0,30116493.0,6709000.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,6709000.0,6709000.0,41.21,31.32,26.26,16.14,44.0,0.54,0.7,46.85,0.67,0.76,43.86,43.75,0.1099999999999994,0.82,-0.71,3.63,53.58,39.06
2016-01-15,43.5,43.65,42.55,42.55,31.53,6586000.0,42.97,46.1,41.14,39.63,51.64,-0.45,-1.05,False,-0.95,-2.21,Green,1.1,0.15,0.0,13.64,0.0,86.36,9597200.0,13167978.0,8228791.0,45.8,40.95,44.8,42.05,56.44,40.75,56.05,42.05,56.44,35.29,56.05,35.48,56.44,30.41,56.05,31.15,56.44,30.41,56.05,31.15,1687.32,11.69,14376000.0,30116493.0,6586000.0,30116493.0,1633130.0,30116493.0,1633130.0,30116493.0,1633130.0,2164350451.0,6586000.0,6586000.0,35.57,32.74,28.42,19.78,41.07,0.45,0.66,45.52,0.61,0.73,43.66,43.66,0.0,0.66,-0.66,3.72,53.54,38.66
