Date,Open,High,Low,Close,Adj Close,Volume,5MA,20MA,60MA,120MA,240MA,Change,Change(%),Daily limit,KBond,KBond(%),KB_Color,KBond_Length,KBond_UpLine,KBond_DownLine,KBond_UpLine(%),KBond_DownLine(%),KBond_Body(%),5VMA,20VMA,60VMA,5High,5Low,5High_Close,5Low_Close,20High,20Low,20High_Close,20Low_Close,60High,60Low,60High_Close,60Low_Close,120High,120Low,120High_Close,120Low_Close,240High,240Low,240High_Close,240Low_Close,His_High,His_Low,5High(Vol),20High(Vol),20Low(Vol),60High(Vol),60Low(Vol),120High(Vol),120Low(Vol),240High(Vol),240Low(Vol),His_High(Vol),His_Low(Vol),5Low(Vol),RSV,KD(K),KD(D),KD(J),RSI6,P_RSI6,M_RSI6,RSI12,P_RSI12,M_RSI12,(MACD)12EMA,(MACD)26EMA,(MACD)DIF,(MACD)DEM,(MACD)OSC,SD,Bollinger(Tp),Bollinger(Btm)
2016-01-04,152.33,152.33,148.87,148.87,136.19,140519.0,151.44,149.59,156.25,157.47,191.38,-1.49,-0.99,False,-3.46,-2.3,Green,3.46,0.0,0.0,0.0,0.0,100.0,116459.0,323902.0,486780.0,156.29,148.87,153.82,148.87,156.79,137.0,156.79,138.49,184.98,137.0,178.05,138.49,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,194098.0,812789.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,140519.0,50546.0,0.0,19.39,39.5,79.72,38.64,0.67,1.08,46.49,1.06,1.22,150.88,150.94,-0.0600000000000022,-0.34,0.28,4.71,159.01,140.17000000000002
2016-01-05,148.87,152.33,148.38,149.86,137.1,196120.0,150.75,149.66,155.78,157.43,190.94,0.99,0.67,False,0.99,0.67,Red,3.95,2.47,0.49,62.53,12.41,25.06,143956.0,293271.0,468027.0,156.29,148.38,153.82,148.87,156.79,137.0,156.79,138.49,181.52,137.0,176.57,138.49,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,196120.0,812789.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,196120.0,50546.0,18.69,19.16,32.72,59.84,44.79,0.72,0.9,48.39,1.05,1.12,150.72,150.86,-0.1400000000000147,-0.3,0.16,4.7,159.06,140.26
2016-01-06,148.87,149.37,146.89,148.38,135.74,209262.0,149.66,149.91,155.31,157.35,190.51,-1.48,-0.99,False,-0.49,-0.33,Green,2.48,0.5,1.49,20.16,60.08,19.76,146989.0,283313.0,463444.0,155.3,146.89,150.85,148.38,156.79,137.0,156.79,138.49,177.56,137.0,176.08,138.49,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,209262.0,812789.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,209262.0,50546.0,15.83,18.05,27.83,47.38999999999999,37.89,0.6,1.0,45.5,0.96,1.15,150.36,150.68,-0.3199999999999932,-0.3,-0.02,4.48,158.87,140.95
2016-01-07,147.88,150.85,144.42,147.39,134.84,251722.0,148.97,150.36,154.9,157.24,190.1,-0.99,-0.67,False,-0.49,-0.33,Green,6.43,2.97,2.97,46.19,46.19,7.62,169634.0,263701.0,460496.0,152.83,144.42,150.36,147.39,156.79,137.0,156.79,142.94,177.06,137.0,176.08,138.49,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,251722.0,812789.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,251722.0,50546.0,25.0,20.37,25.34,35.279999999999994,33.77,0.5,1.0,43.56,0.88,1.14,149.9,150.44,-0.539999999999992,-0.35,-0.19,3.66,157.68,143.04000000000002
2016-01-08,147.39,148.87,144.92,147.88,135.29,598471.0,148.48,150.6,154.43,157.16,189.69,0.49,0.33,False,0.49,0.33,Red,3.95,0.99,2.47,25.06,62.53,12.41,279219.0,268351.0,460412.0,152.33,144.42,149.86,147.39,156.79,139.97,156.79,144.42,177.06,137.0,172.12,138.49,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,598471.0,812789.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,598471.0,140519.0,29.12,23.29,24.66,27.40000000000001,38.06,0.5,0.83,44.97,0.85,1.04,149.59,150.25,-0.6599999999999966,-0.41,-0.25,3.27,157.14,144.06
2016-01-11,146.4,147.39,141.95,144.42,132.12,412460.0,147.59,150.58,153.97,157.06,189.26,-3.46,-2.34,False,-1.98,-1.34,Green,5.44,0.99,2.47,18.2,45.4,36.4,333607.0,263398.0,462214.0,152.33,141.95,149.86,144.42,156.79,139.97,156.79,144.42,176.08,137.0,172.12,138.49,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,598471.0,812789.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,412460.0,196120.0,17.21,21.26,23.53,28.07,25.29,0.42,1.27,38.61,0.78,1.24,148.79,149.82,-1.0300000000000011,-0.53,-0.5,3.32,157.22,143.94000000000003
2016-01-12,144.92,150.36,140.46,140.46,128.5,512542.0,145.71,150.38,153.47,156.95,188.78,-3.96,-2.74,False,-4.46,-3.09,Green,9.9,5.44,0.0,54.95,0.0,45.05,396891.0,265167.0,468415.0,150.85,140.46,148.38,140.46,156.79,140.46,156.79,140.46,176.08,137.0,172.12,138.49,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,598471.0,812789.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,512542.0,209262.0,0.0,14.17,20.41,32.89,17.31,0.35,1.72,32.88,0.72,1.47,147.51,149.13,-1.6200000000000043,-0.75,-0.87,3.79,157.96,142.79999999999998
2016-01-13,142.44,143.43,132.06,133.54,122.17,869401.0,142.74,149.69,152.89,156.79,188.26,-6.92,-4.93,False,-8.9,-6.34,Green,11.37,0.99,1.48,8.71,13.02,78.28,528919.0,291754.0,474346.0,150.85,132.06,147.88,133.54,156.79,132.06,156.79,133.54,176.08,132.06,172.12,133.54,187.45,125.63,183.0,131.56,187.45,125.63,183.0,131.56,339.15,94.21,869401.0,869401.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,869401.0,251722.0,7.12,11.82,17.55,29.010000000000005,10.38,0.29,2.59,25.58,0.66,1.92,145.36,147.98,-2.619999999999976,-1.12,-1.5,5.32,160.32999999999998,139.05
2016-01-14,129.09,130.57,127.61,128.59,117.64,326531.0,138.98,148.45,152.29,156.71,187.74,-4.95,-3.71,False,-0.5,-0.37,Green,2.96,1.48,0.98,50.0,33.11,16.89,543881.0,267442.0,474683.0,150.36,127.61,147.88,128.59,156.79,127.61,156.79,128.59,176.08,127.61,172.12,128.59,187.45,125.63,183.0,128.59,187.45,125.63,183.0,128.59,339.15,94.21,869401.0,869401.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,326531.0,326531.0,3.96,9.2,14.77,25.910000000000004,7.74,0.24,2.98,21.94,0.61,2.17,142.78,146.54,-3.759999999999991,-1.65,-2.11,7.03,162.51,134.39
2016-01-15,131.56,132.06,128.59,128.59,117.64,307323.0,135.12,147.12,151.65,156.68,187.19,0.0,0.0,False,-2.97,-2.31,Green,3.47,0.5,0.0,14.41,0.0,85.59,485651.0,262741.0,471633.0,150.36,127.61,144.42,128.59,156.79,127.61,156.79,128.59,176.08,127.61,172.12,128.59,187.45,125.63,183.0,128.59,187.45,125.63,183.0,128.59,339.15,94.21,869401.0,869401.0,50546.0,1732737.0,50546.0,2416127.0,50546.0,2416127.0,50546.0,9821107.0,307323.0,307323.0,3.96,7.45,12.33,22.090000000000003,7.81,0.2,2.48,21.96,0.56,1.99,140.6,145.21,-4.610000000000014,-2.24,-2.37,8.12,163.36,130.88
